year,month,date_reported,arrest_date,borough,offense_category,offense_description,bias_motive,offense_category
2019,May,05/14/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2019,May,05/06/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,May,05/08/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,May,05/10/2020,05/10/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,May,05/21/2020,06/11/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,May,05/16/2020,09/27/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2020,May,05/03/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/08/2021,07/29/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/26/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,May,06/06/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/28/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,May,05/01/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/21/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/08/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/24/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/21/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/27/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/24/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,May,05/21/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,May,05/15/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2021,May,05/14/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,May,05/07/2022,05/21/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,May,05/05/2022,08/07/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,May,05/05/2022,05/05/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2022,May,05/08/2022,05/18/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2022,May,05/27/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/26/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,May,05/17/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,May,11/05/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/08/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/09/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,May,05/01/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/19/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,May,05/10/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,May,05/27/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,May,05/11/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/18/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2023,May,05/23/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2023,May,05/15/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/31/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2023,May,05/25/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/16/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/31/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2019,June,06/13/2019,07/15/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/30/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2020,June,07/08/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2021,June,06/22/2021,08/17/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,June,06/20/2021,07/27/2021,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2021,June,06/25/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,June,06/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,June,06/09/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/14/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,June,06/06/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/10/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/13/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,June,06/03/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/13/2022,06/13/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/12/2022,07/11/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,June,06/05/2022,09/15/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,June,06/12/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/18/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2022,June,06/27/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2023,June,06/24/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,June,06/21/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/06/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,June,06/11/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/27/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,July,07/18/2020,11/10/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,July,07/23/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/28/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,July,07/20/2021,08/11/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,July,07/27/2021,03/16/2022,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,July,07/26/2021,08/02/2021,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,July,07/02/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ARAB,Ethnicity/National Origin/Ancestry
2021,July,07/08/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/25/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/21/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,July,07/17/2022,07/17/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/22/2022,07/22/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/25/2022,07/25/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,July,07/08/2022,07/29/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/13/2022,07/20/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,July,07/15/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/22/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,July,07/29/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/26/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-EASTERN ORTHODOX,Religion/Religious Practice
2022,July,07/12/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/23/2019,08/29/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2019,August,08/12/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEHOVAHS WITNESS,Religion/Religious Practice
2019,August,08/20/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2019,August,08/03/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,August,08/19/2020,10/14/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,August,08/04/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2021,August,08/31/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,August,08/20/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,August,08/27/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2021,August,09/03/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2022,August,08/20/2022,08/20/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,August,08/10/2022,08/13/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/11/2022,08/11/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,August,08/11/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2022,August,08/09/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/09/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2022,August,08/21/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/15/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,August,08/20/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2022,August,08/09/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,August,08/11/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2019,September,10/02/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,September,09/16/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/19/2021,02/25/2022,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/21/2021,09/23/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,September,05/21/2021,05/28/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2021,September,09/15/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2021,September,09/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,September,09/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,September,09/05/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,September,09/25/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/29/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,September,09/22/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2022,September,09/29/2022,09/29/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,September,10/01/2022,10/18/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/30/2022,10/18/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/05/2022,09/22/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,September,09/06/2022,11/23/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/26/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/21/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/29/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/29/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2022,September,09/02/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,October,10/29/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,October,10/28/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/13/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/13/2020,11/30/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/02/2020,10/14/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/18/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/07/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,October,10/21/2021,10/22/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/11/2021,10/14/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,October,11/10/2021,01/23/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-CATHOLIC,Religion/Religious Practice
2021,October,10/18/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,October,10/16/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,October,10/24/2022,12/06/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/16/2022,03/14/2023,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,October,10/04/2022,10/04/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,October,10/20/2022,02/16/2023,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/24/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/28/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2022,October,10/16/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,October,11/02/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/28/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/10/2019,11/13/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/29/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,November,11/12/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2019,November,11/04/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/25/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2019,November,11/11/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2020,November,11/17/2020,11/17/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/11/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/03/2021,11/03/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/03/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/24/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2021,November,11/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,November,06/19/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,November,11/30/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/10/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/03/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/15/2022,11/15/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/20/2022,11/29/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,November,11/20/2022,12/01/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,November,11/02/2022,02/09/2023,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/28/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/19/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,November,11/03/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/09/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,November,12/07/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,November,11/07/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/04/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/12/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/24/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,December,12/07/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,December,12/09/2021,01/20/2022,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,December,12/15/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/16/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,December,12/09/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,December,12/13/2022,12/29/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,December,12/05/2022,03/14/2023,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,December,12/18/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,December,12/05/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2023,December,04/28/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
